 sex row_number liters_drunk age drink check_number
2262 - 24.0 -3 60 "Strong beer" 964
2263 Ж 50.0 0 34 Beerbeer 9211
2264 - 93.0 5 29 Cola 1417
2265 Ж 23.0 1 25 Fanta 1071
2266 Ж 21.0 5 15 Water 4928
2267 Ж 38.0 3 19 Cola 7057
2268 м 14.0 3 11 Cola 991
2269 м 51.0 0 70 "Strong beer" 4071
2270 M 9.0 2 31 Cola 6614
2271 Ж 90.0 3 67 Fanta 3611
2272 Ж 64.0 -4 57 Fanta 8942
2273 Ж 45.0 1 47 "Strong beer" 9592
2274 M 59.0 3 55 Fanta 7788
2275 Ж 46.0 1 60 Fanta 3215
2276 Ж 15.0 0 80 "Strong beer" 1467
2277 Ж 95.0 0 65 Beerbeer 3629
2278 ж  42290517 58 Cola 8820
2279 - 40.0 1 78 Bugbeer 4583
2280 ж 69.0 5 71 Cola 1425
2281 M 36.0 1 62 Water 1311
2282 "Не указан" 68.0 2 77 Beerbeer 2079
2283 м 13.0 0 80 Bugbeer 9016
2284 м 82.0 0 37 Fanta 6378
2285 M 8.0 0 59 Beerbeer 4435
2286 ж 68.0 -3 71 "Strong beer" 9204
2287 - 3.0 5 79 Beerbeer 8529
2288 Ж 0.0 4 51 Fanta 490
2289 "Не указан" 23.0 4 25 Bugbeer 1054
2290 - 76.0 2 28 Water 2253
2291 Ж 1.0 5 57 Beerbeer 1403
2292 ж 35.0 1 71 Cola 512
2293 м 62.0 3 25 Fanta 1569
2294 "Не указан" 94.0 78848142 55 Cola 1341
2295 "Не указан" 30.0 4 21 Beerbeer 2913
2296 ж 36.0 0 58 Fanta 3166
2297 - 10.0 2 64 Beerbeer 9698
2298 ж 8.0 2 29 "Strong beer" 953
2299 "Не указан" 81.0 88013423 27 Water 9083
2300 - 25.0 2 30 "Strong beer" 12
2301 "Не указан" 6.0 1 15 Water 206
2302 Ж 44.0 93095248 28 Cola 8681
2303 M 93.0 2 50 Bugbeer 5288
2304 - 50.0 5 26 Fanta 2186
2305 м 98.0 0 32 "Strong beer" 6622
2306 "Не указан" 10.0 0 34 Water 7137
2307 ж 51.0 4 43 Water 3697
2308 "Не указан" 55.0 5 68 "Strong beer" 3758
2309 - 0.0 5 72 Fanta 2062
2310 - 37.0 4 22 Cola 6674
2311 Ж 67.0 1 15 Fanta 1541
2312 Ж 69.0 0 79 Bugbeer 3537
2313 Ж 40.0 5 18 Fanta 250
2314 - 64.0 3 54 Beerbeer 7267
2315 ж 89.0 3 48 "Strong beer" 5464
2316 - 34.0 1 69 Fanta 7942
2317 Ж 94.0 2 73 "Strong beer" 5650
2318 Ж 6.0 3 79 "Strong beer" 5501
2319 - 51.0 2 79 "Strong beer" 6673
2320 M 48.0 0 57 Bugbeer 2536
2321 "Не указан" 60.0 5 43 Fanta 3419
2322 м 37.0 2 63 Cola 6900
2323 ж 75.0 -2 42 Fanta 8766
2324 - 44.0 25356576 45 Fanta 6671
2325 M 29.0 2 21 Cola 1015
2326 "Не указан" 28.0 4 56 Fanta 4269
2327 ж 56.0 5 70 "Strong beer" 8039
2328 M 60.0 1739154 59 Beerbeer 1057
2329 M 4.0 -6 38 Beerbeer 5863
2330 M 74.0 1 34 "Strong beer" 4413
2331 "Не указан" 45.0 2 77 Beerbeer 3971
2332 M 74.0 4 40 Water 6106
2333 м 29.0 4 63 Water 6973
2334 M 46.0 1 75 Beerbeer 2422
2335 м 39.0 1 17 Cola 4668
2336 ж 28.0 4 38 Beerbeer 4917
2337 Ж 47.0 1 45 Water 9002
2338 ж 71.0 0 31 Bugbeer 6492
2339 M 40.0 0 46 Water 226
2340 - 24.0 4 41 Water 7804
2341 Ж 65.0 4 49 Bugbeer 5979
2342 м 49.0 1 22 Bugbeer 9284
2343 M 52.0 3 60 Bugbeer 5858
2344 "Не указан" 65.0 5 60 Fanta 6784
2345 Ж 20.0 5 16 Cola 935
2346 ж 0.0 3 42 Water 5476
2347 м 4.0 1 44 Beerbeer 166
2348 Ж 29.0 4 55 Bugbeer 770
2349 Ж 20.0 5 30 "Strong beer" 8089
2350 M 33.0 2 37 "Strong beer" 7602
2351 M 9.0 3 54 Bugbeer 8079
2352 м 67.0 5 27 Fanta 1800
2353 Ж 60.0 0 63 "Strong beer" 7366
2354 ж 28.0 5 19 Cola 7746
2355 - 80.0 4 26 Water 411
2356 "Не указан" 17.0 1 73 "Strong beer" 4256
2357 Ж  4 68 Fanta 7808
2358 м 78.0 2 59 Bugbeer 3643
2359 Ж 1.0 4 36 "Strong beer" 5313
2360 ж 18.0 1 12 Cola 6196
2361 Ж 8.0 0 66 Fanta 3456
2362 M 100.0 76426371 15 Cola 4727
2363 м 14.0 0 39 Bugbeer 5364
2364 Ж 39.0 94436546 49 Beerbeer 5438
2365 Ж 95.0 0 48 Water 9457
2366 Ж 98.0 3 54 Fanta 1705
2367 "Не указан" 6.0 3 12 Water 5375
2368 "Не указан" 75.0 3 66 Water 2620
2369 M 36.0 4 59 Beerbeer 2940
2370 "Не указан" 60.0 4 42 Bugbeer 2288
2371 м 95.0 0 28 Cola 6745
2372 - 76.0 2 79 "Strong beer" 4962
2373 "Не указан" 38.0 0 23 "Strong beer" 7124
2374 м 58.0 5 49 Beerbeer 1811
2375 м 21.0 5 76 Bugbeer 1364
2376 M  3 67 "Strong beer" 6911
2377 Ж 75.0 2 37 Bugbeer 819
2378 ж 48.0 5 56 Cola 7390
2379 "Не указан" 79.0 0 66 Beerbeer 2535
2380 - 45.0 5 30 Bugbeer 6560
2381 "Не указан" 27.0 4 26 "Strong beer" 1661
2382 - 39.0 5 13 Cola 9849
2383 - 61.0 0 44 Beerbeer 5492
2384 "Не указан" 6.0 0 37 Water 3775
2385 - 87.0 4 33 "Strong beer" 8313
2386 M 40.0 3 38 Fanta 9969
2387 Ж  0 68 Cola 1726
2388 м 56.0 1 21 Bugbeer 2044
2389 "Не указан" 74.0 4 52 "Strong beer" 1544
2390 M 97.0 3 19 Fanta 579
2391 м 50.0 1 77 "Strong beer" 2532
2392 M 22.0 4 35 Water 4153
2393 "Не указан" 38.0 4 32 Water 6981
2394 - 53.0 0 22 Bugbeer 7644
2395 M 28.0 0 70 Beerbeer 9503
2396 - 68.0 0 14 Cola 8038
2397 ж 93.0 5 37 Water 5937
2398 м 52.0 3 38 "Strong beer" 6204
2399 Ж 24.0 1 26 "Strong beer" 8067
2400 м 98.0 0 67 Water 2124
2401 Ж 99.0 2 40 Fanta 1865
2402 M 41.0 0 20 Water 156
2403 "Не указан"  0 36 Beerbeer 671
2404 "Не указан" 39.0 3 79 Bugbeer 3949
2405 м 57.0 4 53 Fanta 5107
2406 - 36.0 3 67 Cola 8883
2407 "Не указан" 6.0 59203943 70 Fanta 470
2408 - 80.0 5 16 Cola 7632
2409 м 71.0 5 33 "Strong beer" 5705
2410 м 75.0 86697451 27 "Strong beer" 8811
2411 м 47.0 1 36 Beerbeer 3068
2412 м  2 35 Bugbeer 1528
2413 M 42.0 3 63 Fanta 728
2414 M 3.0 3 35 Bugbeer 305
2415 - 60.0 0 47 Fanta 2811
2416 "Не указан" 83.0 1 71 Bugbeer 3710
2417 м 25.0 2 27 Fanta 9840
2418 ж 68.0 4 79 "Strong beer" 838
2419 Ж 71.0 2 67 Bugbeer 967
2420 Ж 4.0 -1 72 "Strong beer" 6781
2421 M 90.0 0 64 Beerbeer 4189
2422 - 1.0 4 30 Beerbeer 4430
2423 ж 3.0 3 47 Water 6126
2424 м  4 49 Water 1698
2425 Ж 82.0 5 47 "Strong beer" 2398
2426 ж 91.0 0 28 Water 2689
2427 ж 40.0 0 39 Water 6033
2428 "Не указан" 30.0 3 11 Water 8404
2429 - 51.0 2 22 Water 1888
2430 м 1.0 3 15 Water 7785
2431 м 56.0 3 56 Water 7677
2432 - 63.0 5 58 Water 9884
2433 ж 98.0 1 80 Water 8110
2434 - 79.0 4 11 Fanta 8282
2435 м 94.0 5 10 Cola 9863
2436 ж 26.0 5 11 Fanta 9781
2437 м 28.0 2 67 Cola 3367
2438 - 19.0 5 22 Cola 8670
2439 Ж  1 18 Water 1138
2440 - 11.0 1 13 Water 5939
2441 - 53.0 3 45 Beerbeer 8880
2442 - 77.0 4 57 Fanta 7081
2443 Ж 45.0 4 26 Beerbeer 4078
2444 ж 99.0 5 40 Beerbeer 8278
2445 M 95.0 1 29 "Strong beer" 9566
2446 - 61.0 5 33 Fanta 3722
2447 "Не указан" 11.0 3 38 Fanta 3745
2448 м  3 15 Water 319
2449 Ж 0.0 5 45 "Strong beer" 5592
2450 - 13.0 1 31 Fanta 2763
2451 ж 2.0 1 28 Fanta 352
2452 м 22.0 2 15 Fanta 5319
2453 - 95.0 2 21 Fanta 1756
2454 M 60.0 2 47 Beerbeer 335
2455 M 9.0 5 46 Water 5133
2456 - 22.0 1 30 Fanta 9128
2457 ж 25.0 1 30 Bugbeer 8603
2458 Ж 1.0 0 69 Bugbeer 4692
2459 M 68.0 5 21 Cola 4480
2460 M 22.0 2 72 Beerbeer 147
2461 "Не указан" 13.0 1 23 Fanta 9991
2462 - 94.0 0 66 "Strong beer" 6086
2463 ж 28.0 4 47 Bugbeer 5178
2464 M 58.0 4 42 Fanta 112
2465 ж 33.0 4 46 Fanta 5632
2466 Ж 53.0 3 63 Bugbeer 7241
2467 M 9.0 0 33 Fanta 6069
2468 ж 72.0 2 64 Fanta 1442
2469 ж 49.0 5 20 Fanta 2449
2470 M 36.0 2 10 Fanta 4611
2471 Ж 63.0 1 57 Beerbeer 9928
2472 M 100.0 3 20 Fanta 9607
2473 Ж 75.0 0 11 Cola 1808
2474 Ж 44.0 4 66 Fanta 8464
2475 "Не указан" 81.0 3 57 Fanta 7555
2476 м 75.0 0 41 "Strong beer" 2204
2477 M 1.0 1 53 Fanta 1308
2478 "Не указан" 13.0 3 57 Water 7796
2479 M  1 30 Bugbeer 501
2480 м 16.0 4 15 Cola 8940
2481 - 6.0 1 20 Fanta 5295
2482 - 14.0 4 18 Cola 9864
2483 ж 93.0 3 40 "Strong beer" 1282
2484 "Не указан" 49.0 3 69 Fanta 1834
2485 M 28.0 4 44 "Strong beer" 5688
2486 м 60.0 2 40 Bugbeer 7157
2487 M 3.0 0 31 Water 520
2488 м 9.0 5 19 Water 5304
2489 "Не указан" 85.0 6223404 80 Cola 2342
2490 м  47181200 29 Cola 1370
2491 M 4.0 1 44 Water 3995
2492 м 9.0 2 67 "Strong beer" 6530
2493 M 55.0 0 30 Fanta 4599
2494 - 25.0 5 33 Bugbeer 281
2495 M 77.0 1 56 Bugbeer 3452
2496 - 20.0 5 73 Water 5072
2497 ж 79.0 26853266 21 Cola 4911
2498 "Не указан"  2 46 Bugbeer 5115
2499 м 45.0 2 45 Water 7037
2500 ж 27.0 1 80 Bugbeer 2316
2501 Ж 91.0 1 35 Fanta 4111
2502 ж 49.0 1 18 Water 6050
2503 M 83.0 4 13 Fanta 8996
2504 ж 32.0 -1 71 Bugbeer 5614
2505 - 11.0 5 25 Water 1790
2506 - 33.0 3 57 Water 359
2507 M 29.0 4 32 Bugbeer 923
2508 ж 54.0 5 57 Bugbeer 5424
2509 "Не указан" 46.0 0 38 Fanta 4263
2510 ж 2.0 3 32 Cola 2258
2511 м 96.0 -1 37 Bugbeer 364
2512 м 17.0 5 33 Fanta 7908
2513 - 10.0 2 70 Cola 7953
2514 "Не указан" 52.0 1 31 Cola 6834
2515 ж 65.0 4 57 Cola 6544
2516 м 1.0 4651435 16 Water 3357
2517 Ж 76.0 1 32 Cola 5900
2518 "Не указан" 66.0 9294283 45 Water 2784
2519 - 30.0 3 34 Fanta 5991
2520 "Не указан" 20.0 1 11 Water 429
2521 ж 61.0 2 26 "Strong beer" 9337
2522 м 6.0 2 21 Beerbeer 4807
2523 ж 19.0 2 67 Bugbeer 9854
2524 Ж 45.0 0 41 "Strong beer" 508
2525 Ж  3 19 Cola 5534
2526 ж 72.0 4 69 Beerbeer 3234
2527 "Не указан" 44.0 1 53 Cola 6435
2528 Ж  3 50 Cola 1234
2529 ж 80.0 5 16 Cola 4267
2530 Ж 94.0 -3 46 Water 4653
2531 Ж 72.0 1 71 Bugbeer 8191
2532 M 30.0 0 51 Water 5656
2533 "Не указан" 38.0 4 72 Fanta 8555
2534 - 74.0 3 12 Fanta 982
2535 "Не указан" 92.0 2 71 Cola 5279
2536 - 9.0 26195988 23 "Strong beer" 7761
2537 "Не указан" 38.0 3 60 Beerbeer 6873
2538 м 86.0 18533911 56 Bugbeer 9320
2539 ж 99.0 1 50 Fanta 8327
2540 ж 99.0 2 46 Bugbeer 2377
2541 "Не указан" 26.0 3 31 "Strong beer" 9818
2542 ж 18.0 1 24 Cola 7762
2543 M 41.0 83581771 32 Beerbeer 3672
2544 - 82.0 0 37 Bugbeer 2250
2545 M 0.0 4 44 "Strong beer" 1943
2546 Ж 88.0 3 63 Water 5929
2547 M 62.0 1 34 Beerbeer 6056
2548 ж 94.0 5 48 Fanta 3520
2549 ж 29.0 1 51 Beerbeer 2741
2550 Ж 31.0 2 80 Bugbeer 9319
2551 Ж 42.0 3 23 "Strong beer" 1110
2552 Ж 53.0 2 36 "Strong beer" 3020
2553 M 11.0 2 63 Bugbeer 6463
2554 - 93.0 4 31 Beerbeer 4815
2555 Ж 71.0 5 23 Cola 713
2556 м 33.0 2 61 Water 3344
2557 - 52.0 2 13 Water 5219
2558 - 9.0 5 67 "Strong beer" 9524
2559 M 62.0 3 46 Cola 1933
2560 "Не указан" 20.0 2 80 Bugbeer 5785
2561 м 100.0 5 40 "Strong beer" 5330
2562 M 73.0 4 72 Water 5195
2563 м 2.0 1 15 Water 8706
2564 - 31.0 2 17 Cola 8692
2565 Ж 84.0 0 62 Beerbeer 8667
2566 M 83.0 2 45 Beerbeer 901
2567 Ж 73.0 1 50 Bugbeer 4912
2568 ж 81.0 0 39 Fanta 7399
2569 Ж  85879525 77 "Strong beer" 3037
2570 м 58.0 4 30 Bugbeer 4177
2571 ж 67.0 0 58 Beerbeer 9386
2572 Ж 71.0 3 43 Bugbeer 5511
2573 ж 0.0 1 17 Cola 6905
2574 M 6.0 5 80 Fanta 3322
2575 "Не указан" 14.0 1 13 Fanta 4959
2576 ж 83.0 1 29 Water 9919
2577 Ж 58.0 5 36 Fanta 485
2578 "Не указан" 30.0 5 78 Water 8959
2579 M 63.0 0 22 Beerbeer 8279
2580 м 48.0 2 71 Bugbeer 8159
2581 ж 71.0 1 65 Bugbeer 6791
2582 м 40.0 3 41 "Strong beer" 6688
2583 Ж 36.0 1 34 Fanta 2260
2584 м 74.0 1 11 Fanta 5615
2585 м 24.0 2 60 Beerbeer 9326
2586 м 24.0 0 60 Bugbeer 3529
2587 M 31.0 2 72 Water 3946
2588 - 35.0 2 53 Beerbeer 2207
2589 м 48.0 0 73 Water 5332
2590 Ж 77.0 3 71 Beerbeer 3700
2591 ж 26.0 2 67 Beerbeer 5238
2592 M 5.0 -5 34 Water 172
2593 "Не указан" 16.0 1 38 Water 264
2594 "Не указан" 98.0 3 75 Cola 5718
2595 M 0.0 5 37 Water 5527
2596 M 35.0 4 64 Water 3761
2597 - 79.0 -4 66 Bugbeer 8598
2598 M 57.0 5 19 Fanta 5961
2599 - 92.0 3 70 Water 2346
2600 "Не указан" 61.0 1 16 Cola 8651
2601 M  2 63 Fanta 5244
2602 M 65.0 0 47 Beerbeer 3578
2603 M 47.0 5 20 Fanta 1767
2604 "Не указан" 80.0 2 22 Beerbeer 787
2605 Ж 79.0 2 11 Fanta 1490
2606 - 30.0 11871992 17 Fanta 4683
2607 M 50.0 1 43 Bugbeer 5947
2608 м 7.0 0 34 Water 3184
2609 м 12.0 1 24 Bugbeer 3779
2610 Ж 84.0 3 56 Fanta 3306
2611 M 2.0 2 29 Fanta 798
2612 M 95.0 0 52 Water 1623
2613 "Не указан" 0.0 5 43 Bugbeer 7763
2614 M 50.0 1 39 Beerbeer 4226
2615 "Не указан" 10.0 5 77 Cola 3072
2616 M 50.0 3 72 Cola 6359
2617 м 6.0 5 23 Beerbeer 9794
2618 Ж 60.0 4 68 Cola 6150
2619 M 55.0 1711693 41 Water 7832
2620 м 37.0 1 31 Bugbeer 1094
2621 Ж 1.0 0 63 "Strong beer" 284
2622 M 26.0 1 18 Fanta 3851
2623 -  4 48 Water 1058
2624 м 73.0 0 45 Bugbeer 308
2625 - 79.0 2 54 Beerbeer 1599
2626 "Не указан" 1.0 4 57 Fanta 8119
2627 ж 7.0 1 68 Bugbeer 7528
2628 "Не указан" 94.0 1 53 Cola 8536
2629 - 95.0 2 69 Fanta 6750
2630 м 28.0 2 77 Cola 1824
2631 Ж 6.0 4 67 Bugbeer 755
2632 - 10.0 3 34 "Strong beer" 4986
2633 "Не указан" 50.0 3 19 Cola 7320
2634 Ж 55.0 1 19 Water 9346
2635 M 30.0 5 77 Beerbeer 2103
2636 ж 64.0 3 37 Bugbeer 3081
2637 ж 45.0 1 56 Fanta 7992
2638 Ж 89.0 3 10 Fanta 230
2639 Ж 82.0 1 10 Water 3475
2640 - 80.0 1 75 Beerbeer 1656
2641 M 25.0 3 32 "Strong beer" 217
2642 -  0 38 Water 3457
2643 м 61.0 2 59 Beerbeer 9188
2644 Ж 18.0 56532752 56 Bugbeer 7923
2645 м 45.0 13478213 44 Bugbeer 1125
2646 M 44.0 1 10 Water 5287
2647 - 50.0 5 44 Cola 2538
2648 м 39.0 -6 74 Bugbeer 5938
2649 M 52.0 3 53 "Strong beer" 5209
2650 м 55.0 3 43 "Strong beer" 5789
2651 "Не указан" 2.0 1 43 Bugbeer 7143
2652 м 26.0 2 49 Cola 2729
2653 "Не указан" 94.0 3 43 Cola 7073
2654 "Не указан" 94.0 0 54 Cola 6160
2655 "Не указан" 62.0 2 64 Beerbeer 7987
2656 "Не указан" 28.0 0 45 Fanta 9935
2657 - 36.0 5 77 Cola 4510
2658 ж 95.0 2 72 Beerbeer 8748
2659 ж 11.0 12457408 65 Water 43
2660 -  4 65 Fanta 7786
2661 м 85.0 4 17 Cola 5930
2662 Ж 33.0 2 48 Bugbeer 8980
2663 Ж 12.0 4 54 "Strong beer" 6195
2664 Ж 30.0 3 48 Cola 442
2665 - 29.0 2 71 "Strong beer" 7476
2666 - 68.0 0 48 Cola 3560
2667 - 79.0 2 20 Fanta 9846
2668 - 80.0 5 12 Water 6897
2669 ж 99.0 1 62 Beerbeer 4509
2670 - 76.0 3 50 Cola 8813
2671 M 41.0 2 28 Bugbeer 6368
2672 -  1 26 "Strong beer" 571
2673 м 57.0 2 54 "Strong beer" 2874
2674 M 65.0 0 62 Fanta 3634
2675 M 33.0 4 48 Bugbeer 5892
2676 м 63.0 0 55 "Strong beer" 6057
2677 M 36.0 2 22 Bugbeer 3406
2678 "Не указан" 25.0 1 10 Cola 551
2679 Ж 78.0 2 60 Cola 3870
2680 м 29.0 1 51 Bugbeer 7727
2681 м 13.0 3 29 Cola 4826
2682 - 0.0 0 24 Bugbeer 4426
2683 Ж 14.0 1 45 Cola 7406
2684 м 86.0 0 71 Bugbeer 2765
2685 "Не указан" 56.0 2 69 Water 4159
2686 ж 26.0 5 47 Beerbeer 2134
2687 м 23.0 5 24 Fanta 6308
2688 - 65.0 77397581 67 Cola 9576
2689 "Не указан" 96.0 3 58 Cola 4311
2690 M 69.0 2 22 Fanta 5088
2691 ж 43.0 0 64 Beerbeer 8544
2692 Ж 55.0 3 64 Bugbeer 9517
2693 м 88.0 0 78 Fanta 758
2694 M 9.0 0 69 Cola 715
2695 ж 54.0 1 69 Fanta 8358
2696 м 59.0 1 34 Fanta 1915
2697 "Не указан" 63.0 0 13 Cola 9862
2698 M 42.0 2 62 Water 5521
2699 ж 89.0 1 14 Water 3695
2700 ж 68.0 1 11 Cola 6038
2701 - 51.0 0 17 Water 4115
2702 "Не указан" 85.0 1 14 Fanta 1200
2703 Ж 73.0 1 19 Fanta 8322
2704 "Не указан" 100.0 4 80 Bugbeer 9748
2705 - 7.0 0 39 Fanta 1683
2706 м 76.0 1 72 Fanta 8286
2707 Ж 65.0 5 40 Beerbeer 6328
2708 ж 85.0 4 45 Fanta 1617
2709 ж 31.0 2 39 Bugbeer 8272
2710 Ж 26.0 2 47 Water 597
2711 ж 10.0 1 36 Fanta 2331
2712 "Не указан"  0 71 "Strong beer" 6830
2713 "Не указан" 47.0 3 58 Beerbeer 5227
2714 - 54.0 1 20 Water 5247
2715 "Не указан" 17.0 5 36 "Strong beer" 2477
2716 м 44.0 4 12 Fanta 8708
2717 - 45.0 5 59 "Strong beer" 6322
2718 м  0 13 Cola 8452
2719 Ж 14.0 2 35 Water 3503
2720 "Не указан" 5.0 -6 78 Fanta 4869
2721 - 89.0 2 79 Water 3432
2722 - 47.0 5 16 Cola 7483
2723 ж  4 56 Bugbeer 6920
2724 ж 96.0 0 59 Beerbeer 2825
2725 - 35.0 3 28 Beerbeer 7387
2726 Ж 75.0 73486973 60 "Strong beer" 5642
2727 - 70.0 0 27 Water 2068
2728 "Не указан" 75.0 2 66 "Strong beer" 1387
2729 м 82.0 4 12 Fanta 5550
2730 M  0 78 Water 7271
2731 "Не указан" 14.0 72096705 39 Fanta 7943
2732 м 98.0 5 40 Cola 7603
2733 м 65.0 4 35 Beerbeer 5626
2734 Ж 72.0 4 47 "Strong beer" 6327
2735 ж 79.0 93713890 51 Water 7482
2736 Ж 91.0 5 71 Bugbeer 5745
2737 м 30.0 2 80 Bugbeer 5676
2738 - 27.0 1 61 Fanta 8973
2739 ж 25.0 0 40 Water 3264
2740 м  0 37 Water 7018
2741 м 20.0 1 13 Cola 9265
2742 - 69.0 0 14 Fanta 1396
2743 ж 12.0 4 35 Cola 2197
2744 ж 18.0 0 15 Water 3302
2745 "Не указан" 31.0 2 38 Beerbeer 7490
2746 - 8.0 1 71 Cola 3849
2747 м 67.0 1 24 Bugbeer 2509
2748 Ж 69.0 5 23 Bugbeer 4913
2749 ж 35.0 5 35 Beerbeer 4991
2750 "Не указан" 39.0 3 22 Bugbeer 6649
2751 Ж  4 60 "Strong beer" 9595
2752 M 40.0 -4 10 Fanta 828
2753 "Не указан" 28.0 1 67 Fanta 8709
2754 ж 43.0 0 52 "Strong beer" 9448
2755 "Не указан" 95.0 0 18 Cola 1506
2756 "Не указан" 60.0 4543359 23 Cola 3095
2757 "Не указан" 38.0 4 59 Fanta 6205
2758 Ж 46.0 3 63 Beerbeer 1842
2759 "Не указан" 2.0 1 79 "Strong beer" 4086
2760 м 92.0 2 22 Beerbeer 4241
2761 Ж 92.0 4 74 "Strong beer" 1368
2762 Ж 23.0 1 49 Beerbeer 5335
2763 M 74.0 3 61 Bugbeer 7774
2764 - 44.0 61179684 35 Beerbeer 1493
2765 M 71.0 5 52 Bugbeer 3909
2766 м 51.0 4 68 Bugbeer 1478
2767 Ж 40.0 0 21 Cola 6577
2768 Ж 68.0 1 32 Bugbeer 3976
2769 "Не указан" 19.0 4 54 Bugbeer 3240
2770 "Не указан" 27.0 5 26 Fanta 9475
2771 M 23.0 0 63 Fanta 1668
2772 Ж 96.0 3 19 Water 2849
2773 M 26.0 0 35 Bugbeer 6856
2774 M 73.0 79951320 10 Cola 8096
2775 "Не указан" 42.0 1 59 Fanta 619
2776 Ж 2.0 3 32 Bugbeer 9826
2777 "Не указан" 66.0 5 62 Water 6020
2778 Ж 66.0 3 10 Water 7437
2779 M 53.0 3 31 Cola 9086
2780 м 23.0 0 58 Water 7169
2781 Ж 26.0 2 53 Bugbeer 3
2782 "Не указан" 90.0 1 67 Fanta 1605
2783 ж 68.0 13020600 72 Water 4999
2784 Ж 85.0 2 71 Cola 6052
2785 "Не указан" 84.0 5 11 Fanta 9943
2786 Ж 56.0 1 28 Bugbeer 5672
2787 - 60.0 4 48 Fanta 1261
2788 "Не указан" 26.0 3 10 Fanta 9914
2789 Ж 85.0 0 10 Fanta 588
2790 - 65.0 2 70 Cola 569
2791 - 10.0 1 74 Beerbeer 455
2792 - 46.0 5 73 Beerbeer 6818
2793 м 28.0 2 47 Fanta 2656
2794 м 92.0 2 69 Bugbeer 9482
2795 - 85.0 5 60 Cola 127
2796 "Не указан" 18.0 1 77 Fanta 1620
2797 Ж 73.0 5 35 Fanta 6455
2798 "Не указан" 80.0 26978680 41 Fanta 4620
2799 "Не указан" 60.0 -5 16 Cola 6833
2800 м 35.0 5 56 Fanta 8016
2801 "Не указан" 29.0 0 49 Beerbeer 113
2802 "Не указан" 81.0 0 38 Water 9683
2803 - 37.0 5 74 Cola 1906
2804 Ж 32.0 3 14 Fanta 8637
2805 Ж 97.0 5 79 Water 9666
2806 м 9.0 1 40 Water 7986
2807 - 27.0 2 51 Fanta 7862
2808 м 73.0 3 54 Fanta 6539
2809 м 47.0 2 59 Fanta 4132
2810 Ж 14.0 0 32 Fanta 8306
2811 "Не указан"  4 16 Water 8296
2812 - 10.0 27734419 67 Cola 1511
2813 "Не указан" 38.0 1 59 Water 4539
2814 M 66.0 5 58 Cola 565
2815 м 57.0 5 78 Water 8317
2816 - 86.0 5 72 Beerbeer 3857
2817 Ж 63.0 0 13 Fanta 9494
2818 ж 89.0 0 49 Fanta 3512
2819 Ж 40.0 20886419 22 Bugbeer 8363
2820 - 46.0 5 72 Cola 4425
2821 M 82.0 0 48 Cola 9585
2822 "Не указан" 27.0 3 56 "Strong beer" 5097
2823 м 19.0 1 53 Water 9875
2824 M 65.0 2 40 Fanta 2226
2825 ж 62.0 4 22 Cola 6827
2826 ж 89.0 2 68 "Strong beer" 9555
2827 ж 12.0 2 50 Bugbeer 6854
2828 Ж 67.0 3 68 "Strong beer" 8873
2829 -  1 75 Fanta 1670
2830 - 91.0 7372691 34 Fanta 419
2831 м 70.0 5 22 "Strong beer" 7060
2832 ж 36.0 3 71 Water 9004
2833 - 56.0 3 52 "Strong beer" 7622
2834 ж 32.0 -4 74 Beerbeer 3675
2835 м 95.0 4 46 Fanta 6680
2836 м 83.0 5 71 Beerbeer 8382
2837 Ж  0 43 "Strong beer" 4754
2838 ж 33.0 1 64 "Strong beer" 983
2839 м 79.0 0 63 Water 7649
2840 - 32.0 4 10 Water 9114
2841 "Не указан" 1.0 4 50 Beerbeer 6478
2842 - 62.0 0 72 Cola 4329
2843 - 2.0 4 47 "Strong beer" 2941
2844 M 17.0 1 72 Beerbeer 8034
2845 ж 72.0 0 19 Cola 687
2846 Ж 47.0 -4 63 Fanta 2975
2847 M 16.0 0 55 Bugbeer 6005
2848 Ж 19.0 3 60 Bugbeer 3042
2849 M 28.0 4 44 Beerbeer 8414
2850 - 38.0 3 77 Water 6972
2851 м 1.0 1 12 Cola 7611
2852 M 43.0 1 60 Water 3218
2853 "Не указан" 81.0 2 58 Cola 1689
2854 ж 45.0 4 42 Cola 8945
2855 M 79.0 1 10 Water 6427
2856 - 59.0 1 17 Water 6200
2857 M 77.0 4 55 Cola 6497
2858 м 51.0 5 16 Cola 6113
2859 "Не указан" 92.0 2 73 "Strong beer" 4467
2860 Ж 22.0 5 58 Beerbeer 9639
2861 - 12.0 1 74 Water 7541
2862 M 87.0 1 71 Fanta 7517
2863 "Не указан" 0.0 5 63 Fanta 4705
2864 ж 55.0 4 52 "Strong beer" 7235
2865 Ж 26.0 5 29 Water 8947
2866 ж 82.0 0 23 Water 8475
2867 "Не указан" 10.0 13227249 10 Water 3187
2868 Ж 20.0 4 55 Fanta 1050
2869 м 19.0 5 46 "Strong beer" 7706
2870 M 77.0 0 22 Beerbeer 7088
2871 "Не указан" 95.0 3 60 Water 3188
2872 M 90.0 5 52 "Strong beer" 540
2873 м 45.0 4 32 Water 3969
2874 ж 30.0 0 77 Cola 4987
2875 м 8.0 40808230 64 "Strong beer" 593
2876 ж 60.0 0 10 Water 3869
2877 M 26.0 2 57 Cola 2936
2878 ж 43.0 5 59 Cola 7445
2879 ж 96.0 1 13 Fanta 4068
